Row LabelsSum of Order Price,,,,,,,,,
"Grand Total1,199,708,905.01",,,,,,,,,
Row Labels,Sum of Order Price,,,,,,,,
Rentokil Initial,11115.90,,,,,,,,
SIYAQALA SIYAGQIBA TRADING,12000.00,,,,,,,,
THE DENTAL WAREHOUSE,69089.60,,,,,,,,
TIME Clothing,277078.15,,,,,,,,
ULTRA GUARD CLEANING SOLUTIONS,331200.00,,,,,,,,
Zanolutho Business enterprise,114462.50,,,,,,,,
DRDAR,729628.25,,,,,,,,
Dzana and Mfuphi Trading,45000.00,,,,,,,,
IBHAYA LAB,192580.00,,,,,,,,
Intelligent Business Solution,21030.00,,,,,,,,
Koko expert,12117.50,,,,,,,,
Lolitha Construction & Projects,62220.00,,,,,,,,
Nonis Business Hub (Pty) Ltd,45000.00,,,,,,,,
Simamkele Security,26950.00,,,,,,,,
Sobag Trading cc,15750.00,,,,,,,,
The middle man trading enterprise,2450.00,,,,,,,,
TOTAL LABS,35678.75,,,,,,,,
TP Mthyole (pty) Ltd,98100.00,,,,,,,,
Vatosec (Pty) Ltd,61152.00,,,,,,,,
Yeyomzi Trading,29950.00,,,,,,,,
Zinolwazi Pty,81650.00,,,,,,,,
DSL,139523.50,,,,,,,,
East Coast Clothing,11040.00,,,,,,,,
Emonti Medical Supplies,64782.25,,,,,,,,
Mkhonto Trading t/a Eco Chemical Solutions,36235.80,,,,,,,,
Rentokil Initial,27465.45,,,,,,,,
DSRAC,231412.50,,,,,,,,
Aluworks,58500.00,,,,,,,,
MKHONTO WTHU TRADING,49507.50,,,,,,,,
Pandulwazi Cleaning,51405.00,,,,,,,,
The Paint Bull,72000.00,,,,,,,,
ECDC,76798.00,,,,,,,,
Eyamantlane Trading,47300.00,,,,,,,,
Nuticraft,28175.00,,,,,,,,
Slanko Global Trading,1323.00,,,,,,,,
ECPACC,18100.00,,,,,,,,
IKAMVALESIZWE TRADERS,4500.00,,,,,,,,
VIRITRIM,13600.00,,,,,,,,
ECPTA,680076.78,,,,,,,,
AMINA CHEM (PTY)LTD,31750.00,,,,,,,,
Amzluyo Enterprise,195400.00,,,,,,,,
Bidvest Steiner,35413.68,,,,,,,,
Damita Holdings,62500.00,,,,,,,,
Deep Clean services,26010.00,,,,,,,,
Drain surgeon,17105.74,,,,,,,,
Empire holdings,14500.00,,,,,,,,
Garret Assemblies,44780.86,,,,,,,,
Insight office furniture,17250.00,,,,,,,,
Just on cosmetics,15.00,,,,,,,,
MMA Enterprise,620.00,,,,,,,,
Red Alert,3450.00,,,,,,,,
Saffys Projects,21677.50,,,,,,,,
SM Sales,132329.00,,,,,,,,
Southern Horn,3100.00,,,,,,,,
St John,74175.00,,,,,,,,
ECRDA,3655006.58,,,,,,,,
Blue Cut Flora,1276231.45,,,,,,,,
Braemore Design,9775.50,,,,,,,,
Budget Pest Control,6191.40,,,,,,,,
Chem Ex,36989.68,,,,,,,,
Copy World,47765.80,,,,,,,,
Die Humansdorpse Kooperasie,2093000.00,,,,,,,,
Epukanini,44056.62,,,,,,,,
Ikwezi Signs CC,56925.25,,,,,,,,
Jericho Recovery Centre,11500.00,,,,,,,,
Pick n Pay,4197.00,,,,,,,,
SignsR4SA,66046.28,,,,,,,,
Zebra Solutions,2327.60,,,,,,,,
ECSECC,15005.00,,,,,,,,
URBAN ODYSSEY,15005.00,,,,,,,,
EGBB,29600.00,,,,,,,,
Guleni Projects,2750.00,,,,,,,,
Marograph,25850.00,,,,,,,,
Ndamu General Supplier CC,1000.00,,,,,,,,
ELIDZ,1716999.33,,,,,,,,
Bravo Afrika Holdings pty ltd,25462.50,,,,,,,,
EBN-TEC Compliance And Performance Training Services,26000.00,,,,,,,,
Falcon Sheq Consulting(pty)ltd,3400.00,,,,,,,,
Harry's Printers,20383.00,,,,,,,,
Kempston Cleaning Service,449487.60,,,,,,,,
Khazimla Agencies,4680.00,,,,,,,,
KNOWRES (PTY) LTD,3500.00,,,,,,,,
Lasec Pty,1350.00,,,,,,,,
Legricon ( PTY) LTD,52800.00,,,,,,,,
Libra Trading T/A Falcon Trading Company,845.20,,,,,,,,
Nkqubela Community Developers,460900.00,,,,,,,,
Occupational Injuries Solutions,185499.00,,,,,,,,
Steiner Hygeine,475092.03,,,,,,,,
Total Laboratory Technology cc,7600.00,,,,,,,,
Legislature,1709431.41,,,,,,,,
Adonhanise,28650.00,,,,,,,,
ATZ Marketing,29000.00,,,,,,,,
Bidvest Steiner,119784.00,,,,,,,,
CBT Connet,39500.00,,,,,,,,
Compass Waste,188386.56,,,,,,,,
LINOTO DEVELOPERS CC,28704.00,,,,,,,,
Loponta,85700.00,,,,,,,,
Owamathala Enterprises,325000.00,,,,,,,,
Red Alert,120250.00,,,,,,,,
Symo Industries,281770.00,,,,,,,,
Za Majola,462686.85,,,,,,,,
MTC,1274594.87,,,,,,,,
Agile Minds,241031.00,,,,,,,,
Alutime (Pty) Ltd,181500.00,,,,,,,,
AMINA CHEM (PTY)LTD,15737.80,,,,,,,,
Amzluyo Enterprise,310970.00,,,,,,,,
Chemex Industrial Chemicals,52572.25,,,,,,,,
Empire holdings,141536.25,,,,,,,,
HLCB Holdings,19000.00,,,,,,,,
Innovo Networks,7500.00,,,,,,,,
Office Incorporated,16738.03,,,,,,,,
SALAISO SUPPLIERS,207433.74,,,,,,,,
Sbosh Tradings,28422.80,,,,,,,,
SPICE J GENERAL TRADING (PTY) LTD,18900.00,,,,,,,,
Stationers and branding,21592.00,,,,,,,,
TIME Clothing,11661.00,,,,,,,,
OTP,262600.00,,,,,,,,
Guleni Projects,28800.00,,,,,,,,
MEDICORE,32000.00,,,,,,,,
Morale Cleaning Services,85500.00,,,,,,,,
Nondabula Services and supplies,113000.00,,,,,,,,
Pick n Pay,3300.00,,,,,,,,
PT,471466.38,,,,,,,,
Beloved Ventures Trading,29250.00,,,,,,,,
Fiznef Trading R10 t/a The Specialists Cc,39684.23,,,,,,,,
Ngcaku Cleaning and Projects,28000.00,,,,,,,,
Ngqutura Transport Services Cc,11338.08,,,,,,,,
TECMED (Pty) Ltd,33014.74,,,,,,,,
The Specialists,32679.33,,,,,,,,
Zamulwazi Clothing Manufacturers-Primary Co-opratives,31500.00,,,,,,,,
ZONDIPHASE,266000.00,,,,,,,,
Soc Dev,3878865.30,,,,,,,,
ABC AND Z TRADING,29750.00,,,,,,,,
BIOLOGICA PHARMACEUTICALS,133250.00,,,,,,,,
BRAVOPLEX R532,11990.00,,,,,,,,
CENTRAL MEDICAL,30000.00,,,,,,,,
FUNDAM A TRADING AND RECYCLING,296000.00,,,,,,,,
KARITA SERVICES,1232500.00,,,,,,,,
LELETHU BAFAZI PRIMARY CO-OPERATIVE LIMITED,16650.00,,,,,,,,
MASIMINI SOLUTIONS,11865.25,,,,,,,,
NONTEMBEKO HANDCRAFTS CO-OPERATIVE LIMITED,3250.00,,,,,,,,
NUTIGEN,15997.65,,,,,,,,
ONE-LEVER SEWING / EMBROIDERY AND BEADSWORK WORKER,16650.00,,,,,,,,
PHINDILE AMIR MPAYIPELI,13340.00,,,,,,,,
PHUHLISO GQUGQUGQU SEWING AND MULTIPURPOSE PRIMARY CO-OPERATIVE LIMITED,41210.00,,,,,,,,
PIRIS AND PAROS GENERAL TRADING,3000.00,,,,,,,,
PROVINCIAL WESTBOURNE PHARMACY,28500.00,,,,,,,,
SENZAKAKUHLE TRADING,29880.00,,,,,,,,
SINOZINTO MULTIPURPOSE PRIMARY CO-OPERATIVE LIMITED,27500.00,,,,,,,,
YENZANI BAFAZI PRIMARY CO-OPERATIVE LIMITED,15984.00,,,,,,,,
YIZANISAKHE TEXTILE PRIMARY CO-OPERATIVE LIMITED,52590.40,,,,,,,,
ZEKAKUHLE PRIMARY CO-OPERATIVE LIMITED,24250.00,,,,,,,,
ZONDIPHASE,1844708.00,,,,,,,,
Grand Total,1199708905.01,,,,,,,,
